,CPI_YoY,Zscore,Inflation_Regime
1952-04-30,2.325581395348819,-0.5230509521759891,0
1952-05-31,1.9305019305019264,-0.5801874629797897,0
1952-06-30,2.316602316602312,-0.47678778770331603,0
1952-07-31,3.088803088803082,-0.27982709358742514,0
1952-08-31,3.088803088803082,-0.254049313736365,0
1952-09-30,2.298850574712641,-0.4099986115049905,0
1952-10-31,1.9083969465648831,-0.4781707593865044,0
1952-11-30,1.1363636363636465,-0.641441989950664,0
1952-12-31,0.7547169811320753,-0.7086982725015735,0
1953-01-31,0.3773584905660376,-0.7758381387283819,0
1953-02-28,0.7604562737642651,-0.6531313504619827,0
1953-03-31,1.1406844106463865,-0.533645291622568,0
1953-04-30,0.7575757575757791,-0.6069791798378593,0
1953-05-31,1.1363636363636465,-0.4826454431926095,0
1953-06-30,1.132075471698113,-0.45797618407004376,0
1953-07-31,0.3745318352059934,-0.6409232102943513,0
1953-08-31,0.7490636704119868,-0.5096618474274611,0
1953-09-30,0.7490636704119868,-0.4865191793490377,0
1953-10-31,1.1235955056179805,-0.3560692518832147,0
1953-11-30,0.7490636704119868,-0.4479902674993186,0
1953-12-31,0.7490636704119868,-0.4363973808035009,0
1954-01-31,1.1278195488721776,-0.3238147455204788,0
1954-02-28,1.5094339622641506,-0.21236528630805707,0
1954-03-31,1.1278195488721776,-0.32196851978758745,0
1954-04-30,0.7518796992481258,-0.43488416744888775,0
1954-05-31,0.7490636704119868,-0.4430469538215259,0
1954-06-30,0.3731343283581934,-0.5629181883158422,0
1954-07-31,0.3731343283581934,-0.5892493336479192,0
1954-08-31,0.0,-0.7290529418586765,0
1954-09-30,-0.3717472118959009,-0.8653385447365683,0
1954-10-31,-0.7407407407407418,-1.0066563931137995,0
1954-11-30,-0.3717472118959009,-0.9033234193189957,0
1954-12-31,-0.743494423791824,-1.0384244536623994,0
1955-01-31,-0.743494423791824,-1.055379043824898,0
1955-02-28,-0.743494423791824,-1.0616388613905121,0
1955-03-31,-0.743494423791824,-1.06277909674213,0
1955-04-30,-0.3731343283582156,-0.9517332501953096,0
1955-05-31,-0.743494423791824,-1.069567293764462,0
1955-06-30,-0.743494423791824,-1.0658402501555981,0
1955-07-31,-0.3717472118959009,-0.9266977657712056,0
1955-08-31,-0.3717472118959009,-0.9069347306580785,0
1955-09-30,0.3731343283581934,-0.6550791747630312,0
1955-10-31,0.3731343283581934,-0.6356044753644866,0
1955-11-30,0.3731343283581934,-0.6164699978205929,0
1955-12-31,0.3745318352059934,-0.5915311718375181,0
1956-01-31,0.3745318352059934,-0.566387813602304,0
1956-02-29,0.3745318352059934,-0.5434907266025811,0
1956-03-31,0.3745318352059934,-0.5211651070746932,0
1956-04-30,0.7490636704119868,-0.35340389533794625,0
1956-05-31,1.1235955056179805,-0.16333435240737026,0
1956-06-30,1.8726591760299671,0.23474855931983846,0
1956-07-31,2.238805970149249,0.4883014528377811,0
1956-08-31,1.865671641791056,0.35948758852405677,0
1956-09-30,1.8587360594795488,0.44276822252449033,0
1956-10-31,2.230483271375472,0.7849656763174662,0
1956-11-30,2.230483271375472,0.9671100992215316,0
1956-12-31,2.9850746268656803,1.7983212103210575,1
1957-01-31,2.9850746268656803,1.9119017977526278,1
1957-02-28,3.3582089552238736,2.179022167328067,1
1957-03-31,3.731343283582089,2.3791888706786883,1
1957-04-30,3.7174721189590976,2.267996182087015,1
1957-05-31,3.703703703703698,2.152628242239108,1
1957-06-30,3.308823529411775,1.7896659270626356,1
1957-07-31,3.284671532846728,1.7604250276559152,1
1957-08-31,3.663003663003672,2.0204745300217817,1
1957-09-30,3.284671532846728,1.687526903041107,1
1957-10-31,2.9090909090909056,1.3726874284546946,1
1957-11-30,3.272727272727272,1.58260287273182,1
1957-12-31,2.898550724637672,1.2657815728678938,1
1958-01-31,3.6231884057970953,1.7094071291213915,1
1958-02-28,3.249097472924189,1.3937114590580613,1
1958-03-31,3.597122302158273,1.5721551262093791,1
1958-04-30,3.584229390680993,1.502957073051981,1
1958-05-31,3.214285714285703,1.2178040022157248,1
1958-06-30,2.8469750889679624,0.9501951927237546,0
1958-07-31,2.473498233215543,0.6834976212498733,0
1958-08-31,2.1201413427561766,0.4380776395798712,0
1958-09-30,2.1201413427561766,0.4232761592907485,0
1958-10-31,2.1201413427561766,0.41201689728861607,0
1958-11-30,2.1126760563380254,0.3925993534748258,0
1958-12-31,1.760563380281699,0.15219979630486954,0
1959-01-31,1.3986013986013957,-0.08737375220577664,0
1959-02-28,1.0489510489510412,-0.3107474663911726,0
1959-03-31,0.3472222222222099,-0.7574232682295855,0
1959-04-30,0.34602076124568,-0.7517082998820491,0
1959-05-31,0.34602076124568,-0.7453095059155624,0
1959-06-30,0.6920415224913601,-0.5260414001526604,0
1959-07-31,0.6896551724137945,-0.5321801111447585,0
1959-08-31,1.038062283737018,-0.31940254043472194,0
1959-09-30,1.384083044982698,-0.11353587865545386,0
1959-10-31,1.730103806228378,0.09054656415823209,0
1959-11-30,1.379310344827589,-0.16931708439194382,0
1959-12-31,1.730103806228378,0.044560415027049646,0
1960-01-31,1.0344827586207028,-0.47696557262622014,0
1960-02-29,1.730103806228378,-0.0055902623965705615,0
1960-03-31,1.730103806228378,-0.037219384011253756,0
1960-04-30,1.724137931034475,-0.07009019353365428,0
1960-05-31,1.724137931034475,-0.10592858408680697,0
1960-06-30,1.718213058419238,-0.14974557343515393,0
1960-07-31,1.3698630136986356,-0.4820879573444227,0
1960-08-31,1.3698630136986356,-0.52438753023562,0
1960-09-30,1.0238907849829282,-0.8543125571272062,0
1960-10-31,1.3605442176870763,-0.5724157703945267,0
1960-11-30,1.3605442176870763,-0.5972077644678857,0
1960-12-31,1.3605442176870763,-0.6231090997526989,0
1961-01-31,1.7064846416382284,-0.3210669343129348,0
1961-02-28,1.3605442176870763,-0.6865945546702581,0
1961-03-31,1.3605442176870763,-0.7171008099635519,0
1961-04-30,1.016949152542379,-1.075213701507101,0
1961-05-31,1.016949152542379,-1.0713973531003596,0
1961-06-30,0.6756756756756799,-1.3752185158540449,0
1961-07-31,1.3513513513513375,-0.6827728093216624,0
1961-08-31,1.0135135135135087,-0.9965459083156851,0
1961-09-30,1.3513513513513375,-0.6524481904877735,0
1961-10-31,0.6711409395973034,-1.2781452923676315,0
1961-11-30,0.6711409395973034,-1.236888736645725,0
1961-12-31,0.6711409395973034,-1.1950100090873135,0
1962-01-31,0.6711409395973034,-1.1550717567728175,0
1962-02-28,1.0067114093959662,-0.8078764830527781,0
1962-03-31,1.0067114093959662,-0.7826518912320194,0
1962-04-30,1.342281879194629,-0.4255822673012698,0
1962-05-31,1.342281879194629,-0.39868507931062525,0
1962-06-30,1.342281879194629,-0.37286276465364837,0
1962-07-31,1.0000000000000009,-0.7151273191297866,0
1962-08-31,1.3377926421404671,-0.3148242204745068,0
1962-09-30,1.3333333333333195,-0.2918369453467401,0
1962-10-31,1.3333333333333195,-0.26632927386761385,0
1962-11-30,1.3333333333333195,-0.23609409135818585,0
1962-12-31,1.3333333333333195,-0.20869638496512463,0
1963-01-31,1.3333333333333195,-0.17091383865892018,0
1963-02-28,0.9966777408637828,-0.6159908753185315,0
1963-03-31,1.3289036544850363,-0.08449673694236393,0
1963-04-30,0.9933774834437026,-0.6220328927833221,0
1963-05-31,0.9933774834437026,-0.6176849635421197,0
1963-06-30,1.324503311258285,0.106336610186177,0
1963-07-31,1.320132013201314,0.14799569637671126,0
1963-08-31,1.320132013201314,0.1857566382072726,0
1963-09-30,0.9868421052631636,-0.5983100402742193,0
1963-10-31,1.3157894736842255,0.2753290211210254,0
1963-11-30,1.3157894736842255,0.32624824386856194,0
1963-12-31,1.6447368421052655,1.2516531037125362,1
1964-01-31,1.6447368421052655,1.2273860962259855,1
1964-02-29,1.6447368421052655,1.1870952652195195,1
1964-03-31,1.3114754098360717,0.24505104773702813,0
1964-04-30,1.3114754098360717,0.21071610149535466,0
1964-05-31,1.3114754098360717,0.17320696120117932,0
1964-06-30,1.3071895424836557,0.12971079278376513,0
1964-07-31,1.3029315960912058,0.08389940556587105,0
1964-08-31,0.9771986970684045,-1.0392658547586913,0
1964-09-30,1.3029315960912058,0.0919042208405943,0
1964-10-31,0.9740259740259828,-1.015954230825532,0
1964-11-30,1.298701298701288,0.12730732471573647,0
1964-12-31,0.9708737864077666,-0.9941719896069747,0
1965-01-31,0.9708737864077666,-0.9870648044513896,0
1965-02-28,0.9708737864077666,-0.9590986118129733,0
1965-03-31,1.2944983818770297,0.24425480465266045,0
1965-04-30,1.6181229773462702,1.4704846736747745,1
1965-05-31,1.6181229773462702,1.4941146498350995,1
1965-06-30,1.935483870967736,2.605413600067988,1
1965-07-31,1.6077170418006492,1.3630769042331696,1
1965-08-31,1.935483870967736,2.3976449406714186,1
1965-09-30,1.6077170418006492,1.2204193262782157,1
1965-10-31,1.9292604501607744,2.1964337963108167,1
1965-11-30,1.6025641025640969,1.098007022099005,1
1965-12-31,1.9230769230769384,2.0364625033176096,1
1966-01-31,1.9230769230769384,1.9867522856790905,1
1966-02-28,2.564102564102577,3.4734820417735013,1
1966-03-31,2.5559105431310014,3.1025665483524114,1
1966-04-30,2.8662420382165488,3.4162497496797672,1
1966-05-31,2.8662420382165488,3.0765667774825975,1
1966-06-30,2.5316455696202445,2.2573824635019606,1
1966-07-31,2.848101265822778,2.665142701469368,1
1966-08-31,3.4810126582278444,3.402457202611353,1
1966-09-30,3.4810126582278444,3.0615318751239666,1
1966-10-31,3.785488958990535,3.1852066670913164,1
1966-11-30,3.785488958990535,2.9154206652562484,1
1966-12-31,3.459119496855334,2.331106580387495,1
1967-01-31,3.459119496855334,2.205260637122062,1
1967-02-28,2.812499999999996,1.3403555033625874,1
1967-03-31,2.8037383177569986,1.2828391456211776,1
1967-04-30,2.4767801857585203,0.8505839722533348,0
1967-05-31,2.786377708978338,1.1916670258405875,1
1967-06-30,2.777777777777768,1.1421109912379024,1
1967-07-31,2.7692307692307683,1.094351313700526,1
1967-08-31,2.4464831804281277,0.680684968214675,0
1967-09-30,2.752293577981657,1.0170748973685526,1
1967-10-31,2.4316109422492627,0.6093104946772268,0
1967-11-30,2.7355623100303816,0.9444629530387642,0
1967-12-31,3.039513677811545,1.2638557480762045,1
1968-01-31,3.647416413373872,1.8906129070621192,1
1968-02-29,3.951367781155035,2.1248802979190815,1
1968-03-31,3.939393939393932,2.001792965676721,1
1968-04-30,3.92749244712991,1.898732728015043,1
1968-05-31,3.915662650602392,1.80596897814036,1
1968-06-30,4.2042042042042205,2.002790450926716,1
1968-07-31,4.491017964071853,2.167730487845183,1
1968-08-31,4.477611940298498,2.0421985258107465,1
1968-09-30,4.464285714285721,1.9380374324979135,1
1968-10-31,4.7477744807121525,2.089561514941032,1
1968-11-30,4.7337278106508895,1.9745138574271228,1
1968-12-31,4.71976401179941,1.8677549633183852,1
1969-01-31,4.398826979472137,1.5245570998028677,1
1969-02-28,4.678362573099393,1.689512383454523,1
1969-03-31,5.247813411078739,2.060592864863097,1
1969-04-30,5.523255813953476,2.163949346459172,1
1969-05-31,5.507246376811592,2.0440419225939293,1
1969-06-30,5.475504322766556,1.9265512834941525,1
1969-07-31,5.4441260744985565,1.8213624082205786,1
1969-08-31,5.714285714285716,1.9405769065652405,1
1969-09-30,5.698005698005693,1.846838995011639,1
1969-10-31,5.665722379603411,1.7581252091183812,1
1969-11-30,5.932203389830515,1.8711509409407365,1
1969-12-31,6.197183098591563,1.9803210689082147,1
1970-01-31,6.179775280898858,1.8964602520019656,1
1970-02-28,6.145251396648055,1.8100934970623284,1
1970-03-31,5.817174515235468,1.528409865937212,1
1970-04-30,6.060606060606077,1.640466390318255,1
1970-05-31,6.043956043956045,1.573409694946429,1
1970-06-30,6.010928961748618,1.495772317699697,1
1970-07-31,5.978260869565233,1.4282408368734414,1
1970-08-31,5.405405405405395,0.9919608517625325,0
1970-09-30,5.660377358490565,1.1422130445356284,1
1970-10-31,5.630026809651478,1.0875802267147618,1
1970-11-30,5.600000000000005,1.038777017894962,1
1970-12-31,5.570291777188308,0.9881360121149166,0
1971-01-31,5.291005291005302,0.7504317197820922,0
1971-02-28,5.000000000000004,0.4994454416635632,0
1971-03-31,4.712041884816753,0.24799263746015435,0
1971-04-30,4.155844155844157,-0.21895538153643196,0
1971-05-31,4.404145077720201,-0.038263886565674844,0
1971-06-30,4.6391752577319645,0.1295495708549909,0
1971-07-31,4.358974358974366,-0.13024816841321074,0
1971-08-31,4.615384615384599,0.07398401846030182,0
1971-09-30,4.081632653061207,-0.39789717939170255,0
1971-10-31,3.8071065989847774,-0.6367924181371288,0
1971-11-30,3.282828282828265,-1.0780699921079995,0
1971-12-31,3.266331658291466,-1.0864528905720174,0
1972-01-31,3.266331658291466,-1.0806454598502728,0
1972-02-29,3.50877192982455,-0.8932109756946792,0
1972-03-31,3.499999999999992,-0.9224124864562617,0
1972-04-30,3.4912718204488824,-0.9653903143783604,0
1972-05-31,3.2258064516129226,-1.222110471502847,0
1972-06-30,2.7093596059113434,-1.6867261188224278,0
1972-07-31,2.9484029484029284,-1.4792465215341752,0
1972-08-31,2.941176470588247,-1.513240133360546,0
1972-09-30,3.1862745098039325,-1.3072594680826943,0
1972-10-31,3.4229828850855792,-1.1300727721494355,0
1972-11-30,3.667481662591676,-0.9305863915738006,0
1972-12-31,3.406326034063256,-1.2011187378781443,0
1973-01-31,3.649635036496357,-0.9620164226524572,0
1973-02-28,3.874092009685226,-0.7394323819283998,0
1973-03-31,4.589371980676327,-0.04774868679826894,0
1973-04-30,5.060240963855422,0.3990622833152423,0
1973-05-31,5.528846153846145,0.8346914518418661,0
1973-06-30,5.995203836930463,1.2509606775831026,1
1973-07-31,5.727923627684972,0.9626034950691331,0
1973-08-31,7.380952380952377,2.390803656715626,1
1973-09-30,7.3634204275534465,2.22978028172427,1
1973-10-31,7.801418439716312,2.4357224824233845,1
1973-11-30,8.25471698113207,2.5992822579357573,1
1973-12-31,8.705882352941185,2.71164005542725,1
1974-01-31,9.38967136150235,2.916672658187508,1
1974-02-28,10.023310023310028,3.0189605014289644,1
1974-03-31,10.39260969976905,2.946861977056458,1
1974-04-30,10.09174311926606,2.5705214845596633,1
1974-05-31,10.70615034168565,2.6744181714403905,1
1974-06-30,10.859728506787311,2.5505176566467234,1
1974-07-31,11.51241534988714,2.639505865295208,1
1974-08-31,10.864745011086471,2.2115004505591416,1
1974-09-30,11.94690265486724,2.4865046787327763,1
1974-10-31,12.06140350877194,2.3665553920563718,1
1974-11-30,12.200435729847502,2.2715667669252877,1
1974-12-31,12.337662337662335,2.1881733475236502,1
1975-01-31,11.802575107296144,1.9043584446918709,1
1975-02-28,11.228813559322038,1.6404936122046514,1
1975-03-31,10.251046025104603,1.2725870298855304,1
1975-04-30,10.20833333333333,1.2200297167519703,1
1975-05-31,9.4650205761317,0.9532739278038144,0
1975-06-30,9.387755102040815,0.9040911044050652,0
1975-07-31,9.716599190283404,0.9812516790355947,0
1975-08-31,8.599999999999985,0.6095026983774027,0
1975-09-30,7.905138339920947,0.37785924506948754,0
1975-10-31,7.4363992172211235,0.22033143852323353,0
1975-11-30,7.37864077669903,0.19284649759299707,0
1975-12-31,6.936416184971095,0.045740608132153915,0
1976-01-31,6.717850287907878,-0.031112093885642355,0
1976-02-29,6.285714285714272,-0.1755697636447464,0
1976-03-31,6.072106261859567,-0.2516374583837239,0
1976-04-30,6.0491493383743045,-0.2706243851550516,0
1976-05-31,6.203007518796988,-0.2319991263831752,0
1976-06-30,5.970149253731338,-0.31556438777782264,0
1976-07-31,5.350553505535061,-0.5237068896794254,0
1976-08-31,5.7090239410681365,-0.4144784343554477,0
1976-09-30,5.494505494505497,-0.4950021685659711,0
1976-10-31,5.464480874316946,-0.5176772432641179,0
1976-11-30,4.88245931283906,-0.7254040335255503,0
1976-12-31,4.86486486486486,-0.7469670687734916,0
1977-01-31,5.215827338129486,-0.6466789103840382,0
1977-02-28,5.913978494623673,-0.4275744144695377,0
1977-03-31,6.440071556350624,-0.2667693620607953,0
1977-04-30,6.951871657754016,-0.10987370043922487,0
1977-05-31,6.725663716814156,-0.21435933862718423,0
1977-06-30,6.866197183098599,-0.1932761612984044,0
1977-07-31,6.8301225919439545,-0.23589555666290754,0
1977-08-31,6.620209059233462,-0.3468300730595375,0
1977-09-30,6.59722222222221,-0.38674840917417364,0
1977-10-31,6.390328151986191,-0.4991267339110229,0
1977-11-30,6.72413793103448,-0.39278367237683953,0
1977-12-31,6.70103092783505,-0.4362717978115857,0
1978-01-31,6.837606837606836,-0.4110125713836619,0
1978-02-28,6.429780033840937,-0.6209169035413651,0
1978-03-31,6.554621848739495,-0.5887892831644144,0
1978-04-30,6.499999999999995,-0.6309597937502699,0
1978-05-31,6.965174129353247,-0.43291706067406927,0
1978-06-30,7.413509060955525,-0.23863219043439718,0
1978-07-31,7.7049180327869,-0.11981497151949916,0
1978-08-31,7.843137254901955,-0.058769257057418915,0
1978-09-30,8.306188925081436,0.15078613572982857,0
1978-10-31,8.92857142857142,0.4329062571159412,0
1978-11-30,8.8852988691438,0.4072131276752275,0
1978-12-31,9.017713365539448,0.4661911691599121,0
1979-01-31,9.28,0.589772781263631,0
1979-02-28,9.85691573926868,0.8614887678734081,0
1979-03-31,10.094637223974768,0.9773612819163033,0
1979-04-30,10.485133020344284,1.1534664137227686,1
1979-05-31,10.852713178294572,1.322052306479831,1
1979-06-30,10.889570552147232,1.3385908866795893,1
1979-07-31,11.263318112633169,1.519506430245856,1
1979-08-31,11.818181818181817,1.751171283485292,1
1979-09-30,12.180451127819536,1.9103562547247532,1
1979-10-31,12.071535022354718,1.8598202901039518,1
1979-11-30,12.611275964391687,2.0918627866996924,1
1979-12-31,13.293943870014768,2.3591744411656386,1
1980-01-31,13.90922401171304,2.5342154678547337,1
1980-02-29,14.1823444283647,2.524013937845314,1
1980-03-31,14.756446991404015,2.58741301628051,1
1980-04-30,14.730878186968855,2.4276458793639097,1
1980-05-31,14.40559440559439,2.182305668314554,1
1980-06-30,14.384508990318135,2.066502425918696,1
1980-07-31,13.132694938440515,1.577868567800726,1
1980-08-31,12.872628726287273,1.4383371371073133,1
1980-09-30,12.600536193029498,1.3019313001788013,1
1980-10-31,12.765957446808509,1.3093690061345624,1
1980-11-30,12.648221343873512,1.228171306702433,1
1980-12-31,12.51629726205996,1.1461917284030287,1
1981-01-31,11.82519280205656,0.8955028569527443,0
1981-02-28,11.406844106463886,0.7361686373692344,0
1981-03-31,10.486891385767796,0.4213012660136199,0
1981-04-30,9.999999999999986,0.24543067877616892,0
1981-05-31,9.7799511002445,0.15595291993358382,0
1981-06-30,9.552599758162028,0.06266516147746924,0
1981-07-31,10.761789600967342,0.4386113039360326,0
1981-08-31,10.80432172869148,0.42959889821527963,0
1981-09-30,10.952380952380958,0.4556191184644827,0
1981-10-31,10.14150943396228,0.1522740154195784,0
1981-11-30,9.590643274853791,-0.07006509816108465,0
1981-12-31,8.92236384704519,-0.34365864492501796,0
1982-01-31,8.390804597701141,-0.5725167074369832,0
1982-02-28,7.622298065984068,-0.8852464884836696,0
1982-03-31,6.779661016949157,-1.2134261195427263,0
1982-04-30,6.509539842873191,-1.3096709526244685,0
1982-05-31,6.681514476614692,-1.243156875297162,0
1982-06-30,7.064017660044164,-1.0997358954027308,0
1982-07-31,6.4410480349345045,-1.3316081071275978,0
1982-08-31,5.850487540628402,-1.5414055144211827,0
1982-09-30,5.04291845493563,-1.809987409597935,0
1982-10-31,5.139186295503206,-1.7451489128965256,0
1982-11-30,4.589114194236932,-1.896180997044235,0
1982-12-31,3.829787234042548,-2.0937350999609983,0
1983-01-31,3.711558854718988,-2.0574237940252376,0
1983-02-28,3.488372093023262,-2.0607308273417013,0
1983-03-31,3.5978835978836,-1.958771806302093,0
1983-04-30,3.898840885142252,-1.810356243744982,0
1983-05-31,3.549060542797511,-1.857226196584506,0
1983-06-30,2.577319587628857,-2.061763902933848,0
1983-07-31,2.4615384615384706,-2.002221763235224,0
1983-08-31,2.558853633572156,-1.8906745305826775,0
1983-09-30,2.860061287027582,-1.7347285051378696,0
1983-10-31,2.851323828920571,-1.6679441047469687,0
1983-11-30,3.2653061224489743,-1.502106889959865,0
1983-12-31,3.7909836065573854,-1.3210829523848397,0
1984-01-31,4.192229038854811,-1.1811898046519322,0
1984-02-29,4.596527068437184,-1.0462831255980962,0
1984-03-31,4.80081716036771,-0.9654515663803398,0
1984-04-30,4.563894523326573,-0.9934481823838763,0
1984-05-31,4.233870967741948,-1.0413774520654662,0
1984-06-30,4.221105527638192,-1.011223687430565,0
1984-07-31,4.204204204204198,-0.9826054586020603,0
1984-08-31,4.291417165668654,-0.9297677441176803,0
1984-09-30,4.270109235352537,-0.9041830081668907,0
1984-10-31,4.257425742574261,-0.8772628021749969,0
1984-11-30,4.051383399209474,-0.8974767941267128,0
1984-12-31,3.948667324777877,-0.8932475695336827,0
1985-01-31,3.5328753680078373,-0.967728762795867,0
1985-02-28,3.515625,-0.9446352386298275,0
1985-03-31,3.70370370370372,-0.8722254807506181,0
1985-04-30,3.6857419980601542,-0.8546263939801003,0
1985-05-31,3.771760154738879,-0.8089055833175629,0
1985-06-30,3.760848601735778,-0.7913927606344547,0
1985-07-31,3.5542747358309423,-0.8285714441697946,0
1985-08-31,3.349282296650724,-0.8673833777589747,0
1985-09-30,3.142857142857136,-0.9087776767227523,0
1985-10-31,3.228869895536568,-0.8608573015903097,0
1985-11-30,3.5137701804368597,-0.7459162742706273,0
1985-12-31,3.798670465337128,-0.625843000823613,0
1986-01-31,3.8862559241706007,-0.5707979301198898,0
1986-02-28,3.113207547169816,-0.8471182849907759,0
1986-03-31,2.2556390977443552,-1.1643358316318126,0
1986-04-30,1.5902712815715423,-1.4041627918457604,0
1986-05-31,1.491146318732528,-1.4134400771611744,0
1986-06-30,1.7657992565055736,-1.269364543148131,0
1986-07-31,1.576994434137302,-1.3468901436234604,0
1986-08-31,1.5740740740740833,-1.3556124434221999,0
1986-09-30,1.7543859649122862,-1.2939582287769658,0
1986-10-31,1.4719411223550916,-1.4646996762412718,0
1986-11-30,1.2844036697247765,-1.594075981180531,0
1986-12-31,1.097895699908502,-1.720841277676677,0
1987-01-31,1.4598540145985384,-1.5032676784589578,0
1987-02-28,2.104300091491296,-1.0662190492735204,0
1987-03-31,3.0330882352941124,-0.3848947308576271,0
1987-04-30,3.7753222836095945,0.2024132801968491,0
1987-05-31,3.85674931129476,0.3172192693861989,0
1987-06-30,3.65296803652968,0.21469181750602442,0
1987-07-31,3.926940639269394,0.5222366747671844,0
1987-08-31,4.284412032816776,0.9157563332282393,0
1987-09-30,4.355716878402904,1.0111592568745522,1
1987-10-31,4.533091568449676,1.2139903313063642,1
1987-11-30,4.528985507246386,1.2124218253277468,1
1987-12-31,4.4343891402715,1.098645910692634,1
1988-01-31,4.046762589928066,0.7064356326918589,0
1988-02-29,3.942652329749108,0.5942981028491388,0
1988-03-31,3.925066904549523,0.570293659984946,0
1988-04-30,3.904170363797688,0.5496199973166547,0
1988-05-31,3.89036251105217,0.5293396251054978,0
1988-06-30,3.96475770925111,0.5808860248261387,0
1988-07-31,4.130052724077338,0.7179687756308771,0
1988-08-31,4.020979020979021,0.5881166723006968,0
1988-09-30,4.17391304347825,0.7165106868238338,0
1988-10-31,4.249783174327848,0.7668184354964083,0
1988-11-30,4.246100519930662,0.7437739329719901,0
